Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,link,Dispatch_Lat,Dispatch_Lon,Destination_Lat,Destination_Lon,Distance_km
vor dem 4. November 1801,Ehrenfried von Willich,Friedrich Schleiermacher,Prenzlau,Berlin,https://www.geonames.org/2852218,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19323?left=text&query_id=6773ee556fe85,53.31625,13.86261,52.52437,13.41053,93.22218951799057
"Mittwoch,  4. November 1801",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19324?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Dienstag, 10. November 1801",Friedrich Schleiermacher,Lotte Schleiermacher,Berlin,Gnadenfrei,https://www.geonames.org/2950159,https://www.geonames.org/3089025,https://briefe-der-romantik.de/letters/view/19325?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.68357,16.74359,308.60215949193656
"Dienstag, 17. November 1801",Friedrich Schleiermacher,Gottlieb Ernst August Mehmel,Berlin,Erlangen,https://www.geonames.org/2950159,https://www.geonames.org/2929567,https://briefe-der-romantik.de/letters/view/19326?left=text&query_id=6773ee556fe85,52.52437,13.41053,49.59099,11.00783,367.19927193687454
21. November bis 8. Dezember 1801,Lotte Schleiermacher,Friedrich Schleiermacher,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19327?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
"Dienstag, 24. November 1801",Friedrich Schleiermacher,Weidmannische Buchhandlung,Berlin,Leipzig,https://www.geonames.org/2950159,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/19328?left=text&query_id=6773ee556fe85,52.52437,13.41053,51.33962,12.37129,149.95178510694163
vor Anfang Dezember 1801,Friedrich Schleiermacher,Samuel Ernst Stubenrauch,Berlin,Landsberg (Warthe),https://www.geonames.org/2950159,https://www.geonames.org/3098722,https://briefe-der-romantik.de/letters/view/19329?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.73679,15.22878,125.35675285961658
vor Anfang Dezember 1801,Friedrich Schleiermacher,Samuel Ernst Stubenrauch,Berlin,Landsberg (Warthe),https://www.geonames.org/2950159,https://www.geonames.org/3098722,https://briefe-der-romantik.de/letters/view/19330?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.73679,15.22878,125.35675285961658
Anfang Dezember 1801,Johann Bernhard Vermehren,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19331?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
4. bis 12. Dezember 1801,Samuel Ernst Stubenrauch,Friedrich Schleiermacher,Landsberg (Warthe),Berlin,https://www.geonames.org/3098722,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19332?left=text&query_id=6773ee556fe85,52.73679,15.22878,52.52437,13.41053,125.35675285961658
"Montag,  7. Dezember 1801","Heinrich Wilhelm Ferdinand Klaproth, Friedrich Schleiermacher",Armendirektorium,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19333?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Sonntag, 13. Dezember 1801",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19334?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Mittwoch, 16. Dezember 1801",Armendirektorium,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19335?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Montag, 28. Dezember 1801",Friedrich Heinrich Christian Schwarz,Friedrich Schleiermacher,Münster (Butzbach),Berlin,https://www.geonames.org/2867545,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19336?left=text&query_id=6773ee556fe85,50.39046,8.61663,52.52437,13.41053,408.99186121645937
2. Januar bis 18. Februar 1802,Lotte Schleiermacher,Friedrich Schleiermacher,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19337?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
"Dienstag,  5. Januar 1802",August Ludwig Hülsen,Friedrich Schleiermacher,Nennhausen,Berlin,https://www.geonames.org/2866523,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19338?left=text&query_id=6773ee556fe85,52.6,12.5,52.52437,13.41053,62.31748938455444
vor dem 13. Januar 1802,Ehrenfried von Willich,Friedrich Schleiermacher,Prenzlau,Berlin,https://www.geonames.org/2852218,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19339?left=text&query_id=6773ee556fe85,53.31625,13.86261,52.52437,13.41053,93.22218951799057
"Mittwoch, 13. Januar 1802",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19340?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Mittwoch, 20. Januar 1802",Gottlieb Ernst August Mehmel,Friedrich Schleiermacher,Erlangen,Berlin,https://www.geonames.org/2929567,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19341?left=text&query_id=6773ee556fe85,49.59099,11.00783,52.52437,13.41053,367.19927193687454
vor dem 25. Januar 1802,Friedrich Schleiermacher,Samuel Ernst Stubenrauch,Berlin,Landsberg (Warthe),https://www.geonames.org/2950159,https://www.geonames.org/3098722,https://briefe-der-romantik.de/letters/view/19342?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.73679,15.22878,125.35675285961658
vor dem 29. Januar 1802,Charles Schleiermacher,Friedrich Schleiermacher,Breslau,Berlin,https://www.geonames.org/3081368,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19343?left=text&query_id=6773ee556fe85,51.1,17.03333,52.52437,13.41053,295.8171732326487
29. Januar bis 8. Februar 1802,Friedrich Schleiermacher,Lotte Schleiermacher,Berlin,Gnadenfrei,https://www.geonames.org/2950159,https://www.geonames.org/3089025,https://briefe-der-romantik.de/letters/view/19344?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.68357,16.74359,308.60215949193656
"Donnerstag, 28. Januar 1802",Friedrich Schleiermacher,Johann Bernhard Vermehren,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/19345?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Sonntag, 31. Januar 1802",Friedrich Schleiermacher,Carl Gustav von Brinckmann,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19346?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
31. Januar bis 6. Februar 1802,Samuel Ernst Stubenrauch,Friedrich Schleiermacher,Landsberg (Warthe),Berlin,https://www.geonames.org/3098722,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19347?left=text&query_id=6773ee556fe85,52.73679,15.22878,52.52437,13.41053,125.35675285961658
"Donnerstag,  4. Februar 1802",Johann Bernhard Vermehren,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19348?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Mittwoch, 17. Februar 1802",Armendirektorium,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19349?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Montag, 22. Februar 1802",Friedrich Schleiermacher,Friedrich Heinrich Christian Schwarz,Berlin,Münster (Butzbach),https://www.geonames.org/2950159,https://www.geonames.org/2867545,https://briefe-der-romantik.de/letters/view/19350?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.39046,8.61663,408.99186121645937
vor dem 23. Februar 1802,Friedrich Samuel Gottfried Sack,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19351?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
vor dem 23. Februar 1802,Friedrich Schleiermacher,Friedrich Samuel Gottfried Sack,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19352?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
vor dem 23. Februar 1802,Friedrich Samuel Gottfried Sack,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19353?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Dienstag, 23. Februar 1802",Friedrich Schleiermacher,Friedrich Samuel Gottfried Sack,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19354?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
zwischen 23. und 24. Februar 1802,Friedrich Samuel Gottfried Sack,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19355?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
zwischen 23. und 24. Februar 1802,Friedrich Schleiermacher,Friedrich Samuel Gottfried Sack,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19356?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Mittwoch, 24. Februar 1802",Friedrich Samuel Gottfried Sack,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19357?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
vor dem 28. Februar 1802,Friedrich Schleiermacher,Samuel Ernst Stubenrauch,Berlin,Landsberg (Warthe),https://www.geonames.org/2950159,https://www.geonames.org/3098722,https://briefe-der-romantik.de/letters/view/19358?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.73679,15.22878,125.35675285961658
"Sonntag, 28. Februar 1802",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19359?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
vor 2. bis 15. März 1802,Lotte Schleiermacher,Friedrich Schleiermacher,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19360?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
vor dem 4. März 1802,Ehrenfried von Willich,Friedrich Schleiermacher,Prenzlau,Berlin,https://www.geonames.org/2852218,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19361?left=text&query_id=6773ee556fe85,53.31625,13.86261,52.52437,13.41053,93.22218951799057
Anfang März 1802,"Friedrich Wilhelm III., König von Preußen",Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19362?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Samstag, 13. März 1802",Friedrich Wilhelm von Thulemeier,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19363?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Sonntag, 14. März 1802",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19364?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Sonntag, 14. März 1802",Friedrich Schleiermacher,Charles Schleiermacher,Berlin,Breslau,https://www.geonames.org/2950159,https://www.geonames.org/3081368,https://briefe-der-romantik.de/letters/view/19365?left=text&query_id=6773ee556fe85,52.52437,13.41053,51.1,17.03333,295.8171732326487
vor dem 15. März 1802,Friedrich Schleiermacher,Samuel Ernst Stubenrauch,Berlin,Landsberg (Warthe),https://www.geonames.org/2950159,https://www.geonames.org/3098722,https://briefe-der-romantik.de/letters/view/19366?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.73679,15.22878,125.35675285961658
"Montag, 15. März 1802",Friedrich Schleiermacher,Armendirektorium,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19367?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
16. bis 20. März 1802,Samuel Ernst Stubenrauch,Friedrich Schleiermacher,Landsberg (Warthe),Berlin,https://www.geonames.org/3098722,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19368?left=text&query_id=6773ee556fe85,52.73679,15.22878,52.52437,13.41053,125.35675285961658
"Mittwoch, 17. März 1802",Friedrich Schleiermacher,Lotte Schleiermacher,Berlin,Gnadenfrei,https://www.geonames.org/2950159,https://www.geonames.org/3089025,https://briefe-der-romantik.de/letters/view/19369?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.68357,16.74359,308.60215949193656
"Donnerstag, 18. März 1802",reformiertes Kirchendirektorium,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19370?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
24. März bis 4. April 1802,Lotte Schleiermacher,Friedrich Schleiermacher,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19371?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
vor dem 27. März 1802,Presbyterium der reformierten Gemeinde zu Stolp,Friedrich Schleiermacher,Stolp,Berlin,https://www.geonames.org/3085450,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19372?left=text&query_id=6773ee556fe85,54.46405,17.02872,52.52437,13.41053,322.829103729157
vor dem 27. März 1802,Friedrich Schleiermacher,Lea,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19373?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Samstag, 27. März 1802",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19374?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Samstag, 27. März 1802",Friedrich Schleiermacher,Gottlieb Ernst August Mehmel,Berlin,Erlangen,https://www.geonames.org/2950159,https://www.geonames.org/2929567,https://briefe-der-romantik.de/letters/view/19375?left=text&query_id=6773ee556fe85,52.52437,13.41053,49.59099,11.00783,367.19927193687454
"Montag, 29. März 1802",Samuel Ernst Stubenrauch,Friedrich Schleiermacher,Landsberg (Warthe),Berlin,https://www.geonames.org/3098722,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19376?left=text&query_id=6773ee556fe85,52.73679,15.22878,52.52437,13.41053,125.35675285961658
vor dem 1. April 1802,Friedrich Schleiermacher,Lotte Schleiermacher,Berlin,Gnadenfrei,https://www.geonames.org/2950159,https://www.geonames.org/3089025,https://briefe-der-romantik.de/letters/view/19377?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.68357,16.74359,308.60215949193656
vor dem 1. April 1802,Friedrich Schleiermacher,Johann Bernhard Vermehren,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/19378?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Donnerstag,  1. April 1802",Johann Bernhard Vermehren,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19379?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
vor dem 11. April 1802,Presbyterium der reformierten Gemeinde zu Stolp,Friedrich Schleiermacher,Stolp,Berlin,https://www.geonames.org/3085450,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19380?left=text&query_id=6773ee556fe85,54.46405,17.02872,52.52437,13.41053,322.829103729157
vor dem 11. April 1802,Friedrich Schleiermacher,Presbyterium der reformierten Gemeinde zu Stolp,Berlin,Stolp,https://www.geonames.org/2950159,https://www.geonames.org/3085450,https://briefe-der-romantik.de/letters/view/19381?left=text&query_id=6773ee556fe85,52.52437,13.41053,54.46405,17.02872,322.829103729157
"Sonntag, 11. April 1802",reformiertes Kirchendirektorium,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19382?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Sonntag, 11. April 1802",Friedrich Schleiermacher,Karl Wilhelm Brunn,Berlin,Stettin,https://www.geonames.org/2950159,https://www.geonames.org/3083829,https://briefe-der-romantik.de/letters/view/19383?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.42894,14.55302,126.58003394801436
"Montag, 12. April 1802",Carl Friedrich Ernst Frommann,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19384?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag, 12. April 1802",Friedrich Schleiermacher,Armendirektorium,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19385?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Montag, 12. April 1802",Friedrich Schleiermacher,Frau von Dedenroth,Berlin,Stolp,https://www.geonames.org/2950159,https://www.geonames.org/3085450,https://briefe-der-romantik.de/letters/view/19386?left=text&query_id=6773ee556fe85,52.52437,13.41053,54.46405,17.02872,322.829103729157
vor dem 15. April 1802,Ehrenfried von Willich,Friedrich Schleiermacher,Prenzlau,Berlin,https://www.geonames.org/2852218,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19387?left=text&query_id=6773ee556fe85,53.31625,13.86261,52.52437,13.41053,93.22218951799057
"Donnerstag, 15. April 1802",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19388?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Donnerstag, 15. April 1802",Friedrich Schleiermacher,Carl Gustav von Brinckmann,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19389?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Donnerstag, 15. April 1802",Carl Gustav von Brinckmann,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19390?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Freitag, 16. April 1802",Friedrich Wilhelm von Thulemeier,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19391?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Sonntag, 18. April 1802",Friedrich Schleiermacher,Carl Friedrich Ernst Frommann,Berlin,Leipzig,https://www.geonames.org/2950159,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/19392?left=text&query_id=6773ee556fe85,52.52437,13.41053,51.33962,12.37129,149.95178510694163
"Dienstag, 20. April 1802",Friedrich Schleiermacher,Weidmannische Buchhandlung,Berlin,Leipzig,https://www.geonames.org/2950159,https://www.geonames.org/2879139,https://briefe-der-romantik.de/letters/view/19393?left=text&query_id=6773ee556fe85,52.52437,13.41053,51.33962,12.37129,149.95178510694163
"Samstag, 24. April 1802",Gottlieb Ernst August Mehmel,Friedrich Schleiermacher,Erlangen,Gnadenfrei,https://www.geonames.org/2929567,https://www.geonames.org/3089025,https://briefe-der-romantik.de/letters/view/19394?left=text&query_id=6773ee556fe85,49.59099,11.00783,50.68357,16.74359,427.5590524186148
"Freitag, 30. April 1802",Friedrich Schleiermacher,Georg Andreas Reimer,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19395?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
vor dem 3. Mai 1802,Henriette Herz,Friedrich Schleiermacher,Berlin,Gnadenfrei,https://www.geonames.org/2950159,https://www.geonames.org/3089025,https://briefe-der-romantik.de/letters/view/19396?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.68357,16.74359,308.60215949193656
vor dem 3. Mai 1802,Friedrich Schleiermacher,Eleonore Christiane Grunow,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19397?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
"Montag,  3. Mai 1802",Friedrich Schleiermacher,Eleonore Christiane Grunow,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19398?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
8. bis 9. Mai 1802,Lotte Schleiermacher,Friedrich Schleiermacher,Gnadenfrei,Berlin,https://www.geonames.org/3089025,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19399?left=text&query_id=6773ee556fe85,50.68357,16.74359,52.52437,13.41053,308.60215949193656
12. Mai bis 7. Juni 1802,Lotte Schleiermacher,Friedrich Schleiermacher,Gnadenfrei,Stolp,https://www.geonames.org/3089025,https://www.geonames.org/3085450,https://briefe-der-romantik.de/letters/view/19400?left=text&query_id=6773ee556fe85,50.68357,16.74359,54.46405,17.02872,421.1276390215477
"Sonntag, 16. Mai 1802",Friedrich Heinrich Christian Schwarz,Friedrich Schleiermacher,Münster (Butzbach),Berlin,https://www.geonames.org/2867545,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19401?left=text&query_id=6773ee556fe85,50.39046,8.61663,52.52437,13.41053,408.99186121645937
17. bis 19. Mai 1802,Friedrich Schleiermacher,Lotte Schleiermacher,Berlin,Gnadenfrei,https://www.geonames.org/2950159,https://www.geonames.org/3089025,https://briefe-der-romantik.de/letters/view/19402?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.68357,16.74359,308.60215949193656
"Dienstag, 18. Mai 1802",Carl Gustav von Brinckmann,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19403?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Dienstag, 18. Mai 1802",Friedrich Schleiermacher,Carl Gustav von Brinckmann,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19404?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
vor dem 19. Mai 1802,Ehrenfried von Willich,Friedrich Schleiermacher,Prenzlau,Berlin,https://www.geonames.org/2852218,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19405?left=text&query_id=6773ee556fe85,53.31625,13.86261,52.52437,13.41053,93.22218951799057
vor dem 19. Mai 1802,Ehrenfried von Willich,Friedrich Schleiermacher,Prenzlau,Berlin,https://www.geonames.org/2852218,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19406?left=text&query_id=6773ee556fe85,53.31625,13.86261,52.52437,13.41053,93.22218951799057
"Mittwoch, 19. Mai 1802",Friedrich Schleiermacher,Ehrenfried von Willich,Berlin,Prenzlau,https://www.geonames.org/2950159,https://www.geonames.org/2852218,https://briefe-der-romantik.de/letters/view/19407?left=text&query_id=6773ee556fe85,52.52437,13.41053,53.31625,13.86261,93.22218951799057
"Freitag, 21. Mai 1802",Carl Friedrich Ernst Frommann,Friedrich Schleiermacher,Leipzig,Berlin,https://www.geonames.org/2879139,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19408?left=text&query_id=6773ee556fe85,51.33962,12.37129,52.52437,13.41053,149.95178510694163
"Freitag, 21. Mai 1802",Friedrich Schleiermacher,Armendirektorium,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19409?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
vor dem 26. Mai 1802,Friedrich Schleiermacher,Georg Andreas Reimer,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19410?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Mittwoch, 26. Mai 1802",Armendirektorium,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19411?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
"Mittwoch, 26. Mai 1802",Carl Gustav von Brinckmann,Friedrich Schleiermacher,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19412?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.52437,13.41053,0.0
vor dem 27. Mai 1802,Ehrenfried von Willich,Friedrich Schleiermacher,Prenzlau,Berlin,https://www.geonames.org/2852218,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19413?left=text&query_id=6773ee556fe85,53.31625,13.86261,52.52437,13.41053,93.22218951799057
vor dem 27. Mai 1802,Friedrich Schleiermacher,Friedrich Severin Metger,Berlin,Frankfurt (Oder),https://www.geonames.org/2950159,https://www.geonames.org/2925535,https://briefe-der-romantik.de/letters/view/19414?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.34714,14.55062,80.00438134896261
"Donnerstag, 27. Mai 1802",Friedrich Severin Metger,Friedrich Schleiermacher,Frankfurt (Oder),Berlin,https://www.geonames.org/2925535,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/19415?left=text&query_id=6773ee556fe85,52.34714,14.55062,52.52437,13.41053,80.00438134896261
